"id";"ActivityDay";"SedentaryMinutes";"LightlyActiveMinutes";"FairlyActiveMinutes";"VeryActiveMinutes";"SedentaryActiveDistance";"LightActiveDistance";"ModeratelyActiveDistance";"VeryActiveDistance"
1624580081;"2016-05-08 00:00:00";1288;152;0;0;0;2;0;0
1624580081;"2016-05-09 00:00:00";1349;91;0;0;0;1;0;0
1624580081;"2016-05-10 00:00:00";1301;139;0;0;0;2;0;0
1624580081;"2016-05-11 00:00:00";1328;112;0;0;0;2;0;0
1624580081;"2016-05-12 00:00:00";890;107;0;0;0;2;0;0
1644430081;"2016-04-12 00:00:00";1131;256;51;2;0;5;2;0
1644430081;"2016-04-13 00:00:00";1259;135;16;30;0;3;1;2
1644430081;"2016-04-14 00:00:00";1125;252;58;5;0;5;3;0
1644430081;"2016-04-15 00:00:00";1263;170;4;3;0;3;0;0
1644430081;"2016-04-16 00:00:00";1135;212;42;51;0;5;2;4
1644430081;"2016-04-17 00:00:00";1212;186;13;29;0;4;1;2
1644430081;"2016-04-18 00:00:00";1271;121;33;15;0;2;2;1
1644430081;"2016-04-19 00:00:00";1099;278;58;5;0;5;3;0
1644430081;"2016-04-20 00:00:00";1315;125;0;0;0;2;0;0
1644430081;"2016-04-21 00:00:00";1402;38;0;0;0;1;0;0
1644430081;"2016-04-22 00:00:00";1354;86;0;0;0;3;0;0
1644430081;"2016-04-23 00:00:00";1265;160;15;0;0;4;1;0
1644430081;"2016-04-24 00:00:00";1351;89;0;0;0;2;0;0
1644430081;"2016-04-25 00:00:00";1337;94;1;8;0;2;0;1
1644430081;"2016-04-26 00:00:00";1165;223;41;11;0;5;2;1
1644430081;"2016-04-27 00:00:00";1322;118;0;0;0;2;0;0
1644430081;"2016-04-28 00:00:00";1157;227;53;3;0;4;2;0
1644430081;"2016-04-29 00:00:00";1193;120;0;0;0;2;0;0
1644430081;"2016-04-30 00:00:00";816;402;71;9;0;9;3;1
1644430081;"2016-05-01 00:00:00";908;146;24;3;0;3;1;0
1644430081;"2016-05-02 00:00:00";682;148;7;1;0;2;0;0
1644430081;"2016-05-03 00:00:00";1115;221;94;10;0;5;4;1
1644430081;"2016-05-04 00:00:00";1388;52;0;0;0;2;0;0
1644430081;"2016-05-05 00:00:00";1341;81;12;6;0;2;1;1
1644430081;"2016-05-06 00:00:00";1054;369;6;11;0;6;0;1
1644430081;"2016-05-07 00:00:00";1139;243;17;41;0;6;1;3
1644430081;"2016-05-08 00:00:00";991;295;0;0;0;5;0;0
1644430081;"2016-05-09 00:00:00";1099;303;6;32;0;2;0;2
1644430081;"2016-05-10 00:00:00";1254;155;19;12;0;5;1;1
1644430081;"2016-05-11 00:00:00";713;49;0;0;0;1;0;0
1844505072;"2016-04-12 00:00:00";1101;339;0;0;0;4;0;0
1844505072;"2016-04-13 00:00:00";1192;248;0;0;0;3;0;0
1844505072;"2016-04-14 00:00:00";843;373;0;0;0;5;0;0
1844505072;"2016-04-15 00:00:00";527;176;0;0;0;3;0;0
1844505072;"2016-04-16 00:00:00";1293;147;0;0;0;2;0;0
1844505072;"2016-04-17 00:00:00";1231;199;8;2;0;3;0;0
1844505072;"2016-04-18 00:00:00";1211;217;12;0;0;3;0;0
1844505072;"2016-04-19 00:00:00";1430;10;0;0;0;0;0;0
1844505072;"2016-04-20 00:00:00";1439;1;0;0;0;0;0;0
1844505072;"2016-04-21 00:00:00";1117;308;13;2;0;5;1;0
1844505072;"2016-04-22 00:00:00";1220;220;0;0;0;4;0;0
1844505072;"2016-04-23 00:00:00";1301;139;0;0;0;2;0;0
1844505072;"2016-04-24 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-04-25 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-04-26 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-04-27 00:00:00";1439;1;0;0;0;0;0;0
1844505072;"2016-04-28 00:00:00";1138;302;0;0;0;5;0;0
1844505072;"2016-04-29 00:00:00";1082;247;0;0;0;3;0;0
1844505072;"2016-04-30 00:00:00";218;184;0;0;0;3;0;0
1844505072;"2016-05-01 00:00:00";585;75;7;0;0;1;0;0
1844505072;"2016-05-02 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-05-03 00:00:00";1256;184;0;0;0;3;0;0
1844505072;"2016-05-04 00:00:00";1353;87;0;0;0;1;0;0
1844505072;"2016-05-05 00:00:00";1320;120;0;0;0;1;0;0
1844505072;"2016-05-06 00:00:00";1438;2;0;0;0;0;0;0
1844505072;"2016-05-07 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-05-08 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-05-09 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-05-10 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-05-11 00:00:00";1440;0;0;0;0;0;0;0
1844505072;"2016-05-12 00:00:00";711;0;0;0;0;0;0;0
1927972279;"2016-04-12 00:00:00";734;55;0;0;0;0;0;0
1927972279;"2016-04-13 00:00:00";986;32;0;0;0;0;0;0
1927972279;"2016-04-14 00:00:00";1292;88;9;0;0;1;0;0
1927972279;"2016-04-15 00:00:00";941;51;0;0;0;1;0;0
1927972279;"2016-04-16 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-17 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-18 00:00:00";1423;17;0;0;0;0;0;0
1927972279;"2016-04-19 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-20 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-21 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-22 00:00:00";1430;10;0;0;0;0;0;0
1927972279;"2016-04-23 00:00:00";1295;145;0;0;0;2;0;0
1927972279;"2016-04-24 00:00:00";1358;75;6;1;0;1;0;0
1927972279;"2016-04-25 00:00:00";1303;12;0;0;0;0;0;0
1927972279;"2016-04-26 00:00:00";1058;192;0;0;0;3;0;0
1927972279;"2016-04-27 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-28 00:00:00";1167;95;0;0;0;1;0;0
1927972279;"2016-04-29 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-04-30 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-05-01 00:00:00";1355;70;1;14;0;1;0;1
1927972279;"2016-05-02 00:00:00";1322;94;8;16;0;1;0;1
1927972279;"2016-05-03 00:00:00";1413;17;0;10;0;0;0;1
1927972279;"2016-05-04 00:00:00";1353;87;0;0;0;1;0;0
1927972279;"2016-05-05 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-05-06 00:00:00";1332;108;0;0;0;1;0;0
1927972279;"2016-05-07 00:00:00";1392;48;0;0;0;1;0;0
1927972279;"2016-05-08 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-05-09 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-05-10 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-05-11 00:00:00";1440;0;0;0;0;0;0;0
1927972279;"2016-05-12 00:00:00";966;0;0;0;0;0;0;0
2022484408;"2016-04-12 00:00:00";1157;227;14;42;0;4;1;3
2022484408;"2016-04-13 00:00:00";1100;292;5;43;0;5;0;3
2022484408;"2016-04-14 00:00:00";1148;257;3;32;0;5;0;2
2022484408;"2016-04-15 00:00:00";1122;282;9;27;0;6;0;2
2022484408;"2016-04-16 00:00:00";1237;151;11;41;0;3;1;3
2022484408;"2016-04-17 00:00:00";1052;331;29;28;0;7;1;4
2022484408;"2016-04-18 00:00:00";1078;311;3;48;0;6;0;4
2022484408;"2016-04-19 00:00:00";1152;250;7;31;0;5;0;3
2022484408;"2016-04-20 00:00:00";1053;276;63;48;0;5;2;3
2022484408;"2016-04-21 00:00:00";1028;255;53;104;0;4;1;3
2022484408;"2016-04-22 00:00:00";1105;273;10;52;0;4;0;4
2022484408;"2016-04-23 00:00:00";1191;249;0;0;0;4;0;0
2022484408;"2016-04-24 00:00:00";1161;216;26;37;0;5;1;5
2022484408;"2016-04-25 00:00:00";1171;217;8;44;0;4;0;3
2022484408;"2016-04-26 00:00:00";1086;275;24;55;0;5;1;1
2022484408;"2016-04-27 00:00:00";1119;282;20;19;0;5;1;1
2022484408;"2016-04-28 00:00:00";1123;291;20;6;0;5;1;0
2022484408;"2016-04-29 00:00:00";1098;281;40;21;0;6;1;0
2022484408;"2016-04-30 00:00:00";1043;361;23;13;0;11;1;1
2022484408;"2016-05-01 00:00:00";1142;245;28;25;0;5;1;2
2022484408;"2016-05-02 00:00:00";1119;277;8;36;0;4;0;3
2022484408;"2016-05-03 00:00:00";1104;250;14;72;0;4;0;4
2022484408;"2016-05-04 00:00:00";1105;272;27;36;0;5;1;3
2022484408;"2016-05-05 00:00:00";1112;253;20;55;0;5;1;3
2022484408;"2016-05-06 00:00:00";1104;295;17;24;0;5;1;2
2022484408;"2016-05-07 00:00:00";1269;149;2;20;0;3;0;2
2022484408;"2016-05-08 00:00:00";1305;135;0;0;0;2;0;0
2022484408;"2016-05-09 00:00:00";1061;297;47;35;0;6;2;2
2022484408;"2016-05-10 00:00:00";1084;271;28;57;0;6;1;2
2022484408;"2016-05-11 00:00:00";1133;224;25;58;0;4;1;4
2022484408;"2016-05-12 00:00:00";728;236;16;16;0;4;1;1
2026352035;"2016-04-12 00:00:00";706;181;8;3;0;2;0;0
2026352035;"2016-04-13 00:00:00";663;238;0;0;0;3;0;0
2026352035;"2016-04-14 00:00:00";653;197;0;0;0;2;0;0
2026352035;"2016-04-15 00:00:00";687;188;0;0;0;2;0;0
2026352035;"2016-04-16 00:00:00";728;150;0;0;0;2;0;0
2026352035;"2016-04-17 00:00:00";1053;60;0;0;0;1;0;0
2026352035;"2016-04-18 00:00:00";1062;182;0;0;0;2;0;0
2026352035;"2016-04-19 00:00:00";785;141;0;0;0;2;0;0
2026352035;"2016-04-20 00:00:00";623;327;0;0;0;4;0;0
2026352035;"2016-04-21 00:00:00";749;153;0;0;0;2;0;0
2026352035;"2016-04-22 00:00:00";712;162;0;0;0;2;0;0
2026352035;"2016-04-23 00:00:00";458;432;0;0;0;8;0;0
2026352035;"2016-04-24 00:00:00";704;164;0;0;0;2;0;0
2026352035;"2016-04-25 00:00:00";821;260;0;0;0;4;0;0
2026352035;"2016-04-26 00:00:00";1018;288;0;0;0;4;0;0
2026352035;"2016-04-27 00:00:00";586;286;0;0;0;4;0;0
2026352035;"2016-04-28 00:00:00";626;331;0;0;0;4;0;0
2026352035;"2016-04-29 00:00:00";492;352;0;0;0;5;0;0
2026352035;"2016-04-30 00:00:00";594;233;0;0;0;3;0;0
2026352035;"2016-05-01 00:00:00";716;191;0;0;0;2;0;0
2026352035;"2016-05-02 00:00:00";716;355;0;0;0;4;0;0
2026352035;"2016-05-03 00:00:00";981;304;0;0;0;4;0;0
2026352035;"2016-05-04 00:00:00";530;345;0;0;0;4;0;0
2026352035;"2016-05-05 00:00:00";479;475;0;0;0;8;0;0
2026352035;"2016-05-06 00:00:00";511;383;0;0;0;5;0;0
2026352035;"2016-05-07 00:00:00";665;229;0;0;0;3;0;0
2026352035;"2016-05-08 00:00:00";610;258;0;0;0;3;0;0
2026352035;"2016-05-09 00:00:00";543;401;0;0;0;7;0;0
2026352035;"2016-05-10 00:00:00";1002;17;0;0;0;0;0;0
2026352035;"2016-05-11 00:00:00";569;330;0;0;0;5;0;0
2026352035;"2016-05-12 00:00:00";330;343;0;0;0;6;0;0
2147483647;"2016-04-12 00:00:00";1112;306;9;13;0;6;0;1
2147483647;"2016-04-13 00:00:00";1105;335;0;0;0;5;0;0
2147483647;"2016-04-14 00:00:00";1249;191;0;0;0;3;0;0
2147483647;"2016-04-15 00:00:00";1195;245;0;0;0;4;0;0
2147483647;"2016-04-16 00:00:00";1245;195;0;0;0;3;0;0
2147483647;"2016-04-17 00:00:00";1191;249;0;0;0;4;0;0
2147483647;"2016-04-18 00:00:00";1173;260;7;0;0;4;0;0
2147483647;"2016-04-19 00:00:00";1201;228;11;0;0;4;0;0
2147483647;"2016-04-20 00:00:00";1146;283;11;0;0;4;0;0
2147483647;"2016-04-21 00:00:00";1302;127;10;1;0;2;0;0
2147483647;"2016-04-22 00:00:00";1174;266;0;0;0;4;0;0
2147483647;"2016-04-23 00:00:00";1129;242;0;0;0;3;0;0
2147483647;"2016-04-24 00:00:00";1236;204;0;0;0;3;0;0
2147483647;"2016-04-25 00:00:00";1280;152;5;3;0;2;0;0
2147483647;"2016-04-26 00:00:00";1293;147;0;0;0;2;0;0
2147483647;"2016-04-27 00:00:00";1358;82;0;0;0;1;0;0
2147483647;"2016-04-28 00:00:00";1364;76;0;0;0;1;0;0
2147483647;"2016-04-29 00:00:00";1395;45;0;0;0;1;0;0
2147483647;"2016-04-30 00:00:00";1206;234;0;0;0;3;0;0
2147483647;"2016-05-01 00:00:00";1400;40;0;0;0;1;0;0
2147483647;"2016-05-02 00:00:00";1306;123;6;5;0;2;0;0
2147483647;"2016-05-03 00:00:00";1204;206;10;20;0;3;0;1
2147483647;"2016-05-04 00:00:00";1388;52;0;0;0;1;0;0
2147483647;"2016-05-05 00:00:00";1206;223;11;0;0;3;0;0
2147483647;"2016-05-06 00:00:00";1236;204;0;0;0;3;0;0
2147483647;"2016-05-07 00:00:00";1121;319;0;0;0;5;0;0
2147483647;"2016-05-08 00:00:00";1193;247;0;0;0;3;0;0
2147483647;"2016-05-09 00:00:00";1295;145;0;0;0;2;0;0
2147483647;"2016-05-10 00:00:00";1150;290;0;0;0;4;0;0
2147483647;"2016-05-11 00:00:00";1140;300;0;0;0;4;0;0
2147483647;"2016-05-12 00:00:00";830;128;0;0;0;2;0;0
2147483647;"2016-04-12 00:00:00";964;320;13;28;0;4;1;2
2147483647;"2016-04-13 00:00:00";676;195;32;19;0;3;2;2
2147483647;"2016-04-14 00:00:00";705;206;48;1;0;4;3;0
2147483647;"2016-04-15 00:00:00";720;284;24;1;0;5;1;0
2147483647;"2016-04-16 00:00:00";968;268;72;66;0;6;4;5
2147483647;"2016-04-17 00:00:00";508;249;7;1;0;3;0;0
2147483647;"2016-04-18 00:00:00";678;206;16;11;0;4;1;1
2147483647;"2016-04-19 00:00:00";648;382;7;0;0;4;0;0
2147483647;"2016-04-20 00:00:00";1011;269;43;11;0;5;2;1
2147483647;"2016-04-21 00:00:00";761;208;26;23;0;3;2;2
2147483647;"2016-04-22 00:00:00";781;206;27;9;0;3;2;1
2147483647;"2016-04-23 00:00:00";591;360;35;32;0;7;1;3
2147483647;"2016-04-24 00:00:00";584;360;0;0;0;6;0;0
2147483647;"2016-04-25 00:00:00";653;277;11;15;0;5;1;1
2147483647;"2016-04-26 00:00:00";732;227;0;0;0;4;0;0
2147483647;"2016-04-27 00:00:00";623;295;9;26;0;5;0;2
2147483647;"2016-04-28 00:00:00";764;229;0;0;0;4;0;0
2147483647;"2016-04-29 00:00:00";2;4;0;0;0;0;0;0
2147483647;"2016-04-12 00:00:00";1061;356;21;2;0;5;1;0
2147483647;"2016-04-13 00:00:00";1028;404;8;0;0;5;0;0
2147483647;"2016-04-14 00:00:00";1109;331;0;0;0;5;0;0
2147483647;"2016-04-15 00:00:00";992;448;0;0;0;6;0;0
2147483647;"2016-04-16 00:00:00";1087;305;1;47;0;4;0;3
2147483647;"2016-04-17 00:00:00";1272;160;8;0;0;1;0;0
2147483647;"2016-04-18 00:00:00";1122;311;6;1;0;5;0;0
2147483647;"2016-04-19 00:00:00";1051;389;0;0;0;5;0;0
2147483647;"2016-04-20 00:00:00";1035;378;5;22;0;5;0;2
2147483647;"2016-04-21 00:00:00";1057;371;10;2;0;5;0;0
2147483647;"2016-04-22 00:00:00";1028;366;0;46;0;4;0;0
2147483647;"2016-04-23 00:00:00";1077;330;5;28;0;4;0;2
2147483647;"2016-04-24 00:00:00";1203;190;1;46;0;2;0;3
2147483647;"2016-04-25 00:00:00";1081;359;0;0;0;5;0;0
2147483647;"2016-04-26 00:00:00";1124;309;5;2;0;5;0;0
2147483647;"2016-04-27 00:00:00";1197;197;0;46;0;2;0;0
2147483647;"2016-04-28 00:00:00";1192;213;7;28;0;3;0;2
2147483647;"2016-04-29 00:00:00";1191;206;23;20;0;2;1;1
2147483647;"2016-04-30 00:00:00";1167;248;20;5;0;4;1;0
2147483647;"2016-05-01 00:00:00";1219;196;18;7;0;3;1;0
2147483647;"2016-05-02 00:00:00";1099;334;7;0;0;5;0;0
2147483647;"2016-05-03 00:00:00";1070;363;6;1;0;5;0;0
2147483647;"2016-05-04 00:00:00";1020;420;0;0;0;6;0;0
2147483647;"2016-05-05 00:00:00";1093;311;23;13;0;4;1;1
2147483647;"2016-05-06 00:00:00";1065;370;5;0;0;5;0;0
2147483647;"2016-05-07 00:00:00";1302;52;11;75;0;1;1;2
2147483647;"2016-05-08 00:00:00";1068;326;0;46;0;3;0;3
2147483647;"2016-05-09 00:00:00";1095;345;0;0;0;5;0;0
2147483647;"2016-05-10 00:00:00";1067;373;0;0;0;6;0;0
2147483647;"2016-05-11 00:00:00";1121;319;0;0;0;4;0;0
2147483647;"2016-05-12 00:00:00";720;268;0;0;0;5;0;0
2147483647;"2016-04-12 00:00:00";1160;280;0;0;0;3;0;0
2147483647;"2016-04-13 00:00:00";1045;371;8;16;0;5;0;1
2147483647;"2016-04-14 00:00:00";1039;370;25;6;0;5;1;0
2147483647;"2016-04-15 00:00:00";1105;335;0;0;0;5;0;0
2147483647;"2016-04-16 00:00:00";1084;356;0;0;0;5;0;0
2147483647;"2016-04-17 00:00:00";1105;322;2;11;0;4;0;1
2147483647;"2016-04-18 00:00:00";1070;343;7;20;0;3;0;1
2147483647;"2016-04-19 00:00:00";1064;376;0;0;0;5;0;0
2147483647;"2016-04-20 00:00:00";1148;274;3;15;0;2;0;1
2147483647;"2016-04-21 00:00:00";1037;376;9;18;0;5;0;1
2147483647;"2016-04-22 00:00:00";1234;206;0;0;0;3;0;0
2147483647;"2016-04-23 00:00:00";1115;303;2;20;0;4;0;1
2147483647;"2016-04-24 00:00:00";1127;292;7;14;0;3;0;1
2147483647;"2016-04-25 00:00:00";1024;416;0;0;0;4;0;0
2147483647;"2016-04-26 00:00:00";1083;333;2;22;0;4;0;2
2147483647;"2016-04-27 00:00:00";1057;346;13;24;0;3;1;2
2147483647;"2016-04-28 00:00:00";1055;385;0;0;0;4;0;0
2147483647;"2016-04-29 00:00:00";1038;402;0;0;0;6;0;0
2147483647;"2016-04-30 00:00:00";1119;300;4;17;0;2;0;1
2147483647;"2016-05-01 00:00:00";842;172;0;0;0;2;0;0
2147483647;"2016-04-12 00:00:00";777;131;19;44;0;2;1;3
2147483647;"2016-04-13 00:00:00";754;153;46;31;0;3;2;2
2147483647;"2016-04-14 00:00:00";801;214;23;5;0;4;1;0
2147483647;"2016-04-15 00:00:00";644;183;42;15;0;3;2;1
2147483647;"2016-04-16 00:00:00";663;153;83;31;0;3;4;2
2147483647;"2016-04-17 00:00:00";600;205;58;11;0;4;2;1
2147483647;"2016-04-18 00:00:00";605;214;95;4;0;4;4;0
2147483647;"2016-04-19 00:00:00";738;221;67;19;0;4;2;2
2147483647;"2016-04-20 00:00:00";845;164;98;2;0;3;4;0
2147483647;"2016-04-21 00:00:00";712;242;0;0;0;4;0;0
2147483647;"2016-04-22 00:00:00";731;188;12;33;0;3;1;2
2147483647;"2016-04-23 00:00:00";724;252;92;0;0;4;4;0
2147483647;"2016-04-24 00:00:00";660;129;95;30;0;2;5;3
2147483647;"2016-04-25 00:00:00";781;133;9;50;0;2;0;6
2147483647;"2016-04-26 00:00:00";797;170;95;7;0;3;4;0
2147483647;"2016-04-27 00:00:00";714;176;10;0;0;5;0;0
2147483647;"2016-04-28 00:00:00";804;190;8;15;0;3;0;1
2147483647;"2016-04-29 00:00:00";744;150;32;36;0;3;1;4
2147483647;"2016-04-30 00:00:00";687;194;52;43;0;3;2;4
2147483647;"2016-05-01 00:00:00";691;124;40;41;0;2;2;3
2147483647;"2016-05-02 00:00:00";713;176;143;24;0;3;6;2
2147483647;"2016-05-03 00:00:00";594;258;41;47;0;5;2;3
2147483647;"2016-05-04 00:00:00";852;142;96;14;0;3;5;2
2147483647;"2016-05-05 00:00:00";680;178;88;14;0;3;4;2
2147483647;"2016-05-06 00:00:00";676;168;55;29;0;3;3;3
2147483647;"2016-05-07 00:00:00";703;208;86;0;0;4;4;0
2147483647;"2016-05-08 00:00:00";688;171;116;9;0;3;5;1
2147483647;"2016-05-09 00:00:00";1159;151;122;8;0;4;6;1
2147483647;"2016-05-10 00:00:00";676;196;115;1;0;3;5;0
2147483647;"2016-05-11 00:00:00";13;9;0;4;0;0;0;0
2147483647;"2016-04-12 00:00:00";712;331;15;4;0;6;0;0
2147483647;"2016-04-13 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-14 00:00:00";1437;3;0;0;0;0;0;0
2147483647;"2016-04-15 00:00:00";1299;87;18;36;0;1;0;0
2147483647;"2016-04-16 00:00:00";1222;55;21;65;0;1;0;0
2147483647;"2016-04-17 00:00:00";1438;2;0;0;0;0;0;0
2147483647;"2016-04-18 00:00:00";1438;2;0;0;0;0;0;0
2147483647;"2016-04-19 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-20 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-21 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-22 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-23 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-24 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-25 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-26 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-27 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-28 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-29 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-30 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-05-01 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-05-02 00:00:00";1350;31;11;0;0;0;0;0
2147483647;"2016-05-03 00:00:00";950;174;0;0;0;3;0;0
2147483647;"2016-05-04 00:00:00";531;346;46;13;0;6;1;1
2147483647;"2016-05-05 00:00:00";916;196;42;38;0;4;2;3
2147483647;"2016-05-06 00:00:00";855;177;0;0;0;3;0;0
2147483647;"2016-05-07 00:00:00";1256;184;0;0;0;4;0;0
2147483647;"2016-05-08 00:00:00";775;263;0;0;0;4;0;0
2147483647;"2016-05-09 00:00:00";1225;173;5;3;0;3;0;0
2147483647;"2016-05-10 00:00:00";774;206;0;0;0;4;0;0
2147483647;"2016-05-11 00:00:00";1296;134;8;2;0;2;0;0
2147483647;"2016-05-12 00:00:00";721;21;0;0;0;0;0;0
2147483647;"2016-04-12 00:00:00";1276;164;0;0;0;4;0;0
2147483647;"2016-04-13 00:00:00";1280;160;0;0;0;4;0;0
2147483647;"2016-04-14 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-15 00:00:00";873;88;6;3;0;2;0;0
2147483647;"2016-04-12 00:00:00";1440;0;0;0;0;0;0;0
2147483647;"2016-04-13 00:00:00";1234;96;15;8;0;1;1;1
2147483647;"2016-04-14 00:00:00";589;339;9;1;0;6;0;0
2147483647;"2016-04-15 00:00:00";752;228;0;0;0;4;0;0
2147483647;"2016-04-16 00:00:00";724;194;0;0;0;3;0;0
